person,date,category,amount,monthly_income,description,payment_mode
Varun Gupta,2023-07-15,Utilities,379.0,20000.0,,UPI
Tanvi Jain,2023-07-15,Study Materials,1031.0,30000.0,,Cash
Ishita Roy,2023-07-15,Rent,4059.0,22000.0,,Cash
Ananya Singh,2023-07-16,Utilities,1970.0,30000.0,,UPI
Ishita Roy,2023-07-16,Food,503.0,22000.0,,NetBanking
Siddharth Rao,2023-07-16,Miscellaneous,1255.0,30000.0,,NetBanking
Ishita Roy,2023-07-16,Study Materials,808.0,22000.0,,Cash
Ishita Roy,2023-07-16,Study Materials,479.0,22000.0,,UPI
Priya Iyer,2023-07-16,Groceries,1586.0,18000.0,,Card
Sneha Kapoor,2023-07-16,Entertainment,2040.0,18000.0,,Cash
Nisha Sharma,2023-07-16,Study Materials,1177.0,18000.0,,NetBanking
Vikram Joshi,2023-07-16,Food,483.0,25000.0,,Card
Vivek Menon,2023-07-16,Travel,451.0,18000.0,,NetBanking
Pooja Mehta,2023-07-17,Entertainment,2316.0,30000.0,,UPI
Harini Bhat,2023-07-17,Health,522.0,30000.0,,Cash
Priya Iyer,2023-07-17,Food,104.0,18000.0,,UPI
Nisha Sharma,2023-07-17,Utilities,1902.0,18000.0,,NetBanking
Siddharth Rao,2023-07-17,Utilities,2161.0,30000.0,,NetBanking
Megha Das,2023-07-17,Groceries,1410.0,25000.0,,Cash
Siddharth Rao,2023-07-17,Health,2219.0,30000.0,,UPI
Tanvi Jain,2023-07-17,Study Materials,769.0,30000.0,,Card
Aditya Pillai,2023-07-17,Miscellaneous,731.0,20000.0,,UPI
Aditya Pillai,2023-07-17,Food,437.0,20000.0,,Cash
Vivek Menon,2023-07-18,Travel,115.0,18000.0,,UPI
Sneha Kapoor,2023-07-18,Groceries,1319.0,18000.0,,NetBanking
Ishita Roy,2023-07-18,Study Materials,612.0,22000.0,,Card
Harini Bhat,2023-07-18,Food,410.0,30000.0,,Cash
Aditya Pillai,2023-07-18,Study Materials,1558.0,20000.0,,Cash
Harsha Patel,2023-07-18,Entertainment,2129.0,30000.0,,Card
Sneha Kapoor,2023-07-18,Miscellaneous,693.0,18000.0,,Card
Ishita Roy,2023-07-18,Study Materials,1566.0,22000.0,,Card
Nisha Sharma,2023-07-18,Food,283.0,18000.0,,UPI
Ishita Roy,2023-07-19,Food,663.0,22000.0,,UPI
Harini Bhat,2023-07-19,Groceries,1398.0,30000.0,,Card
Rohan Verma,2023-07-19,Study Materials,887.0,20000.0,,UPI
Harini Bhat,2023-07-19,Travel,589.0,30000.0,,Card
Nisha Sharma,2023-07-19,Rent,9631.0,18000.0,,NetBanking
Siddharth Rao,2023-07-19,Miscellaneous,624.0,30000.0,,Card
Sneha Kapoor,2023-07-19,Food,284.0,18000.0,,Card
Arjun Nair,2023-07-19,Rent,11164.0,22000.0,,NetBanking
Karthik Rao,2023-07-19,Travel,335.0,18000.0,,UPI
Harsha Patel,2023-07-19,Travel,97.0,30000.0,,Card
Ishita Roy,2023-07-19,Utilities,883.0,22000.0,,UPI
Tanvi Jain,2023-07-19,Groceries,1896.0,30000.0,,Card
Harini Bhat,2023-07-19,Food,191.0,30000.0,,Card
Ishita Roy,2023-07-19,Health,473.0,22000.0,,Card
Vivek Menon,2023-07-19,Groceries,451.0,18000.0,,NetBanking
Harini Bhat,2023-07-20,Rent,10457.0,30000.0,,NetBanking
Ananya Singh,2023-07-20,Travel,572.0,30000.0,,UPI
Vikram Joshi,2023-07-20,Travel,457.0,25000.0,,Cash
Rahul Kumar,2023-07-20,Travel,144.0,20000.0,,NetBanking
Ishita Roy,2023-07-20,Health,403.0,22000.0,,Cash
Amit Sharma,2023-07-20,Health,821.0,20000.0,,NetBanking
Harsha Patel,2023-07-20,Travel,494.0,30000.0,,UPI
Aditya Pillai,2023-07-21,Utilities,886.0,20000.0,,Card
Rahul Kumar,2023-07-21,Miscellaneous,2485.0,20000.0,,Card
Varun Gupta,2023-07-21,Rent,4929.0,20000.0,,Card
Harsha Patel,2023-07-21,Utilities,1819.0,30000.0,,NetBanking
Priya Iyer,2023-07-22,Entertainment,1599.0,18000.0,,Card
Pooja Mehta,2023-07-22,Travel,452.0,30000.0,,NetBanking
Ishita Roy,2023-07-22,Entertainment,634.0,22000.0,,Card
Amit Sharma,2023-07-22,Utilities,1229.0,20000.0,,Cash
Amit Sharma,2023-07-22,Health,1171.0,20000.0,,Cash
Divya Yeddu,2023-07-22,Rent,7916.0,25000.0,,Card
Varun Gupta,2023-07-23,Travel,352.0,20000.0,,Cash
Karthik Rao,2023-07-23,Travel,418.0,18000.0,,Card
Harsha Patel,2023-07-23,Food,272.0,30000.0,,NetBanking
Arjun Nair,2023-07-24,Study Materials,1900.0,22000.0,,UPI
Rahul Kumar,2023-07-24,Utilities,671.0,20000.0,,Cash
Ishita Roy,2023-07-24,Health,979.0,22000.0,,Cash
Megha Das,2023-07-24,Study Materials,1667.0,25000.0,,NetBanking
Nisha Sharma,2023-07-24,Rent,8102.0,18000.0,,Card
Harini Bhat,2023-07-24,Entertainment,2414.0,30000.0,,Cash
Swathi Reddy,2023-07-24,Travel,448.0,25000.0,,UPI
Harsha Patel,2023-07-24,Utilities,343.0,30000.0,,Card
Aditya Pillai,2023-07-24,Miscellaneous,634.0,20000.0,,UPI
Karthik Rao,2023-07-24,Entertainment,2024.0,18000.0,,Card
Rahul Kumar,2023-07-24,Rent,5073.0,20000.0,,UPI
Sneha Kapoor,2023-07-25,Rent,5529.0,18000.0,,Card
Siddharth Rao,2023-07-25,Travel,591.0,30000.0,,Card
Pooja Mehta,2023-07-25,Utilities,791.0,30000.0,,UPI
Sneha Kapoor,2023-07-25,Food,125.0,18000.0,,Card
Swathi Reddy,2023-07-25,Food,505.0,25000.0,,Cash
Vivek Menon,2023-07-25,Rent,7609.0,18000.0,,Cash
Aditya Pillai,2023-07-25,Groceries,1269.0,20000.0,,Card
Rohan Verma,2023-07-26,Health,1032.0,20000.0,,Cash
Divya Yeddu,2023-07-26,Entertainment,1949.0,25000.0,,Card
Swathi Reddy,2023-07-26,Groceries,1180.0,25000.0,,NetBanking
Harsha Patel,2023-07-26,Rent,11863.0,30000.0,,Cash
Krishna Rao,2023-07-26,Study Materials,857.0,30000.0,,Cash
Pooja Mehta,2023-07-26,Utilities,1586.0,30000.0,,Cash
Ananya Singh,2023-07-26,Study Materials,979.0,30000.0,,NetBanking
Aditya Pillai,2023-07-27,Utilities,1114.0,20000.0,,Cash
Sneha Kapoor,2023-07-27,Utilities,1620.0,18000.0,,NetBanking
Sneha Kapoor,2023-07-27,Study Materials,988.0,18000.0,,Card
Tanvi Jain,2023-07-27,Groceries,2264.0,30000.0,,NetBanking
Sneha Kapoor,2023-07-27,Food,642.0,18000.0,,Card
Varun Gupta,2023-07-27,Entertainment,1030.0,20000.0,,NetBanking
Krishna Rao,2023-07-27,Miscellaneous,694.0,30000.0,,Cash
Vikram Joshi,2023-07-27,Groceries,1922.0,25000.0,,UPI
Siddharth Rao,2023-07-28,Rent,11442.0,30000.0,,NetBanking
Sneha Kapoor,2023-07-28,Utilities,477.0,18000.0,,UPI
Vikram Joshi,2023-07-28,Travel,163.0,25000.0,,UPI
Siddharth Rao,2023-07-28,Rent,9291.0,30000.0,,Card
Vivek Menon,2023-07-28,Entertainment,986.0,18000.0,,UPI
Nisha Sharma,2023-07-28,Miscellaneous,1214.0,18000.0,,Card
Arjun Nair,2023-07-28,Groceries,2451.0,22000.0,,Card
Harsha Patel,2023-07-28,Miscellaneous,1015.0,30000.0,,Cash
Swathi Reddy,2023-07-28,Groceries,131.0,25000.0,,NetBanking
Aditya Pillai,2023-07-29,Utilities,901.0,20000.0,,Cash
Arjun Nair,2023-07-29,Food,572.0,22000.0,,NetBanking
Harsha Patel,2023-07-29,Travel,541.0,30000.0,,UPI
Ananya Singh,2023-07-29,Health,284.0,30000.0,,NetBanking
Nisha Sharma,2023-07-29,Health,2077.0,18000.0,,NetBanking
Rohan Verma,2023-07-29,Miscellaneous,2286.0,20000.0,,Cash
Ishita Roy,2023-07-29,Rent,4444.0,22000.0,,UPI
Karthik Rao,2023-07-29,Study Materials,362.0,18000.0,,Card
Priya Iyer,2023-07-29,Entertainment,828.0,18000.0,,UPI
Shreya Sen,2023-07-29,Entertainment,953.0,18000.0,,NetBanking
Swathi Reddy,2023-07-30,Health,1703.0,25000.0,,UPI
Shreya Sen,2023-07-30,Groceries,2440.0,18000.0,,UPI
Sneha Kapoor,2023-07-30,Entertainment,219.0,18000.0,,UPI
Pooja Mehta,2023-07-30,Travel,205.0,30000.0,,UPI
Harini Bhat,2023-07-30,Rent,9975.0,30000.0,,Cash
Amit Sharma,2023-07-30,Miscellaneous,988.0,20000.0,,Cash
Krishna Rao,2023-07-30,Health,1574.0,30000.0,,Card
Sneha Kapoor,2023-07-30,Travel,465.0,18000.0,,UPI
Aditya Pillai,2023-07-30,Entertainment,718.0,20000.0,,UPI
Arjun Nair,2023-07-30,Rent,11590.0,22000.0,,NetBanking
Shreya Sen,2023-07-31,Entertainment,1556.0,18000.0,,Card
Priya Iyer,2023-07-31,Miscellaneous,1125.0,18000.0,,Card
Karthik Rao,2023-07-31,Miscellaneous,2245.0,18000.0,,UPI
Sneha Kapoor,2023-07-31,Miscellaneous,2232.0,18000.0,,UPI
Ishita Roy,2023-07-31,Entertainment,983.0,22000.0,,Cash
Sneha Kapoor,2023-07-31,Groceries,661.0,18000.0,,Card
Krishna Rao,2023-07-31,Entertainment,2449.0,30000.0,,UPI
Varun Gupta,2023-08-01,Miscellaneous,1242.0,20000.0,,UPI
Sneha Kapoor,2023-08-01,Study Materials,1253.0,18000.0,,NetBanking
Harini Bhat,2023-08-01,Food,159.0,30000.0,,NetBanking
Ishita Roy,2023-08-01,Entertainment,1053.0,22000.0,,Cash
Rohan Verma,2023-08-01,Rent,10813.0,20000.0,,UPI
Rahul Kumar,2023-08-01,Health,197.0,20000.0,,Card
Arjun Nair,2023-08-02,Utilities,780.0,22000.0,,NetBanking
Harsha Patel,2023-08-02,Rent,11379.0,30000.0,,NetBanking
Siddharth Rao,2023-08-02,Health,647.0,30000.0,,NetBanking
Nisha Sharma,2023-08-02,Travel,66.0,18000.0,,UPI
Megha Das,2023-08-02,Entertainment,839.0,25000.0,,UPI
Siddharth Rao,2023-08-02,Travel,501.0,30000.0,,Card
Krishna Rao,2023-08-02,Study Materials,922.0,30000.0,,NetBanking
Priya Iyer,2023-08-02,Entertainment,452.0,18000.0,,UPI
Varun Gupta,2023-08-02,Food,218.0,20000.0,,Cash
Divya Yeddu,2023-08-02,Rent,10838.0,25000.0,,Card
Shreya Sen,2023-08-02,Entertainment,1867.0,18000.0,,Card
Varun Gupta,2023-08-02,Groceries,1094.0,20000.0,,Cash
Vikram Joshi,2023-08-02,Study Materials,1570.0,25000.0,,NetBanking
Arjun Nair,2023-08-03,Miscellaneous,355.0,22000.0,,Card
Nisha Sharma,2023-08-03,Rent,5346.0,18000.0,,NetBanking
Siddharth Rao,2023-08-03,Utilities,1744.0,30000.0,,NetBanking
Divya Yeddu,2023-08-03,Rent,10179.0,25000.0,,NetBanking
Swathi Reddy,2023-08-03,Groceries,1447.0,25000.0,,Card
Megha Das,2023-08-03,Travel,531.0,25000.0,,Cash
Siddharth Rao,2023-08-03,Miscellaneous,2342.0,30000.0,,UPI
Vivek Menon,2023-08-03,Miscellaneous,1311.0,18000.0,,Cash
Amit Sharma,2023-08-03,Study Materials,1925.0,20000.0,,UPI
Amit Sharma,2023-08-03,Health,681.0,20000.0,,Cash
Swathi Reddy,2023-08-04,Rent,8313.0,25000.0,,NetBanking
Sneha Kapoor,2023-08-04,Food,128.0,18000.0,,Card
Krishna Rao,2023-08-04,Study Materials,503.0,30000.0,,Cash
Megha Das,2023-08-04,Entertainment,798.0,25000.0,,UPI
Divya Yeddu,2023-08-04,Miscellaneous,1377.0,25000.0,,Cash
Krishna Rao,2023-08-05,Utilities,1307.0,30000.0,,Cash
Harsha Patel,2023-08-05,Groceries,1227.0,30000.0,,UPI
Varun Gupta,2023-08-05,Miscellaneous,2399.0,20000.0,,UPI
Siddharth Rao,2023-08-05,Study Materials,1964.0,30000.0,,UPI
Aditya Pillai,2023-08-05,Groceries,1187.0,20000.0,,Card
Aditya Pillai,2023-08-05,Rent,11243.0,20000.0,,NetBanking
Swathi Reddy,2023-08-05,Food,258.0,25000.0,,UPI
Tanvi Jain,2023-08-05,Rent,11754.0,30000.0,,UPI
Ananya Singh,2023-08-05,Groceries,373.0,30000.0,,Cash
Pooja Mehta,2023-08-06,Health,1256.0,30000.0,,Cash
Swathi Reddy,2023-08-06,Rent,4428.0,25000.0,,NetBanking
Karthik Rao,2023-08-06,Groceries,279.0,18000.0,,NetBanking
Megha Das,2023-08-06,Study Materials,493.0,25000.0,,NetBanking
Swathi Reddy,2023-08-06,Food,219.0,25000.0,,Card
Varun Gupta,2023-08-06,Health,2425.0,20000.0,,NetBanking
Rahul Kumar,2023-08-06,Study Materials,1319.0,20000.0,,UPI
Rohan Verma,2023-08-06,Health,2024.0,20000.0,,Cash
Rahul Kumar,2023-08-06,Health,889.0,20000.0,,UPI
Sneha Kapoor,2023-08-06,Rent,4988.0,18000.0,,Card
Pooja Mehta,2023-08-07,Study Materials,348.0,30000.0,,UPI
Priya Iyer,2023-08-07,Utilities,291.0,18000.0,,UPI
Ishita Roy,2023-08-07,Groceries,1400.0,22000.0,,NetBanking
Rahul Kumar,2023-08-07,Groceries,1121.0,20000.0,,Cash
Karthik Rao,2023-08-07,Food,278.0,18000.0,,Card
Karthik Rao,2023-08-07,Utilities,262.0,18000.0,,Cash
Megha Das,2023-08-07,Utilities,1197.0,25000.0,,Card
Aditya Pillai,2023-08-07,Miscellaneous,673.0,20000.0,,Card
Tanvi Jain,2023-08-08,Groceries,2023.0,30000.0,,Card
Krishna Rao,2023-08-08,Food,132.0,30000.0,,Card
Arjun Nair,2023-08-08,Food,477.0,22000.0,,UPI
Sneha Kapoor,2023-08-08,Food,182.0,18000.0,,UPI
Sneha Kapoor,2023-08-09,Entertainment,1525.0,18000.0,,UPI
Amit Sharma,2023-08-09,Health,1627.0,20000.0,,NetBanking
Krishna Rao,2023-08-09,Utilities,1291.0,30000.0,,NetBanking
Shreya Sen,2023-08-09,Rent,8238.0,18000.0,,Cash
Arjun Nair,2023-08-09,Entertainment,1825.0,22000.0,,NetBanking
Arjun Nair,2023-08-09,Miscellaneous,606.0,22000.0,,NetBanking
Harini Bhat,2023-08-09,Entertainment,1059.0,30000.0,,Cash
Karthik Rao,2023-08-09,Entertainment,1622.0,18000.0,,Cash
Sneha Kapoor,2023-08-09,Miscellaneous,1637.0,18000.0,,Card
Amit Sharma,2023-08-09,Entertainment,1975.0,20000.0,,NetBanking
Vivek Menon,2023-08-10,Travel,315.0,18000.0,,Card
Ananya Singh,2023-08-10,Miscellaneous,1762.0,30000.0,,NetBanking
Karthik Rao,2023-08-10,Health,2263.0,18000.0,,Card
Rohan Verma,2023-08-10,Miscellaneous,235.0,20000.0,,UPI
Priya Iyer,2023-08-10,Rent,4461.0,18000.0,,Cash
Megha Das,2023-08-10,Groceries,2056.0,25000.0,,Cash
Aditya Pillai,2023-08-10,Study Materials,1592.0,20000.0,,Card
Rahul Kumar,2023-08-10,Entertainment,1664.0,20000.0,,Card
Ananya Singh,2023-08-10,Miscellaneous,1585.0,30000.0,,Card
Megha Das,2023-08-11,Groceries,2390.0,25000.0,,UPI
Amit Sharma,2023-08-11,Travel,67.0,20000.0,,Cash
Nisha Sharma,2023-08-11,Utilities,1586.0,18000.0,,NetBanking
Varun Gupta,2023-08-11,Travel,477.0,20000.0,,UPI
Ananya Singh,2023-08-11,Food,612.0,30000.0,,Card
Rohan Verma,2023-08-11,Study Materials,1948.0,20000.0,,Card
Karthik Rao,2023-08-11,Entertainment,955.0,18000.0,,NetBanking
Amit Sharma,2023-08-11,Utilities,931.0,20000.0,,Card
Divya Yeddu,2023-08-11,Food,282.0,25000.0,,Cash
Ananya Singh,2023-08-12,Rent,5681.0,30000.0,,Cash
Amit Sharma,2023-08-12,Food,601.0,20000.0,,NetBanking
Pooja Mehta,2023-08-13,Travel,241.0,30000.0,,NetBanking
Sneha Kapoor,2023-08-13,Utilities,233.0,18000.0,,Card
Divya Yeddu,2023-08-13,Groceries,1660.0,25000.0,,Cash
Siddharth Rao,2023-08-13,Travel,495.0,30000.0,,UPI
Tanvi Jain,2023-08-13,Travel,524.0,30000.0,,Card
Arjun Nair,2023-08-13,Study Materials,505.0,22000.0,,NetBanking
Pooja Mehta,2023-08-13,Groceries,634.0,30000.0,,Card
Ishita Roy,2023-08-13,Study Materials,936.0,22000.0,,NetBanking
Siddharth Rao,2023-08-13,Study Materials,509.0,30000.0,,Card
Arjun Nair,2023-08-13,Rent,7242.0,22000.0,,NetBanking
Krishna Rao,2023-08-14,Health,2096.0,30000.0,,Cash
Ananya Singh,2023-08-14,Entertainment,1714.0,30000.0,,Cash
Tanvi Jain,2023-08-14,Groceries,1392.0,30000.0,,Card
Priya Iyer,2023-08-14,Travel,534.0,18000.0,,NetBanking
Siddharth Rao,2023-08-14,Travel,131.0,30000.0,,NetBanking
Tanvi Jain,2023-08-14,Food,255.0,30000.0,,NetBanking
Ananya Singh,2023-08-14,Food,141.0,30000.0,,UPI
Rahul Kumar,2023-08-15,Entertainment,2400.0,20000.0,,NetBanking
Rahul Kumar,2023-08-15,Utilities,279.0,20000.0,,Card
Krishna Rao,2023-08-15,Utilities,2311.0,30000.0,,Cash
Amit Sharma,2023-08-15,Utilities,1848.0,20000.0,,Card
Rohan Verma,2023-08-15,Entertainment,1370.0,20000.0,,NetBanking
Amit Sharma,2023-08-16,Miscellaneous,586.0,20000.0,,Cash
Rohan Verma,2023-08-16,Study Materials,1458.0,20000.0,,Card
Nisha Sharma,2023-08-16,Travel,593.0,18000.0,,UPI
Vivek Menon,2023-08-16,Study Materials,653.0,18000.0,,Cash
Krishna Rao,2023-08-16,Study Materials,500.0,30000.0,,NetBanking
Tanvi Jain,2023-08-16,Rent,8591.0,30000.0,,Card
Sneha Kapoor,2023-08-16,Study Materials,1151.0,18000.0,,Card
Divya Yeddu,2023-08-16,Rent,7309.0,25000.0,,NetBanking
Megha Das,2023-08-17,Health,1199.0,25000.0,,Card
Rohan Verma,2023-08-17,Health,1789.0,20000.0,,Card
Nisha Sharma,2023-08-17,Rent,9388.0,18000.0,,UPI
Ishita Roy,2023-08-17,Study Materials,1695.0,22000.0,,NetBanking
Nisha Sharma,2023-08-17,Food,165.0,18000.0,,NetBanking
Swathi Reddy,2023-08-17,Travel,95.0,25000.0,,Card
Nisha Sharma,2023-08-17,Rent,10526.0,18000.0,,NetBanking
Shreya Sen,2023-08-17,Health,1511.0,18000.0,,NetBanking
Karthik Rao,2023-08-17,Rent,8812.0,18000.0,,Card
Divya Yeddu,2023-08-17,Miscellaneous,1127.0,25000.0,,NetBanking
Nisha Sharma,2023-08-18,Groceries,1254.0,18000.0,,Cash
Amit Sharma,2023-08-18,Health,2452.0,20000.0,,UPI
Krishna Rao,2023-08-18,Rent,4133.0,30000.0,,NetBanking
Nisha Sharma,2023-08-18,Food,689.0,18000.0,,NetBanking
Amit Sharma,2023-08-19,Food,554.0,20000.0,,NetBanking
Nisha Sharma,2023-08-19,Travel,50.0,18000.0,,UPI
Vikram Joshi,2023-08-19,Groceries,1940.0,25000.0,,Cash
Tanvi Jain,2023-08-19,Travel,204.0,30000.0,,Cash
Amit Sharma,2023-08-19,Travel,421.0,20000.0,,UPI
Tanvi Jain,2023-08-19,Food,215.0,30000.0,,Cash
Harini Bhat,2023-08-19,Health,956.0,30000.0,,UPI
Aditya Pillai,2023-08-20,Health,1099.0,20000.0,,UPI
Nisha Sharma,2023-08-20,Entertainment,1285.0,18000.0,,UPI
Ishita Roy,2023-08-20,Health,868.0,22000.0,,Cash
Tanvi Jain,2023-08-20,Study Materials,826.0,30000.0,,UPI
Aditya Pillai,2023-08-20,Utilities,1413.0,20000.0,,UPI
Ananya Singh,2023-08-20,Groceries,1612.0,30000.0,,NetBanking
Harini Bhat,2023-08-20,Entertainment,2147.0,30000.0,,UPI
Karthik Rao,2023-08-20,Groceries,126.0,18000.0,,NetBanking
Siddharth Rao,2023-08-20,Health,1381.0,30000.0,,Card
Harini Bhat,2023-08-20,Rent,9166.0,30000.0,,UPI
Varun Gupta,2023-08-21,Study Materials,1413.0,20000.0,,Cash
Harsha Patel,2023-08-21,Food,549.0,30000.0,,Card
Megha Das,2023-08-21,Travel,136.0,25000.0,,Card
Divya Yeddu,2023-08-21,Health,1773.0,25000.0,,Card
Amit Sharma,2023-08-21,Rent,9368.0,20000.0,,Card
Rahul Kumar,2023-08-21,Study Materials,847.0,20000.0,,NetBanking
Rohan Verma,2023-08-21,Utilities,2443.0,20000.0,,NetBanking
Sneha Kapoor,2023-08-21,Travel,264.0,18000.0,,Card
Shreya Sen,2023-08-22,Entertainment,898.0,18000.0,,Cash
Swathi Reddy,2023-08-22,Groceries,335.0,25000.0,,NetBanking
Shreya Sen,2023-08-22,Study Materials,452.0,18000.0,,Cash
Rohan Verma,2023-08-22,Study Materials,853.0,20000.0,,NetBanking
Ishita Roy,2023-08-22,Study Materials,1657.0,22000.0,,Card
Vivek Menon,2023-08-22,Rent,9916.0,18000.0,,Card
Harsha Patel,2023-08-22,Food,104.0,30000.0,,Card
Varun Gupta,2023-08-22,Health,1732.0,20000.0,,NetBanking
Arjun Nair,2023-08-23,Health,1121.0,22000.0,,Card
Ananya Singh,2023-08-23,Study Materials,732.0,30000.0,,Card
Nisha Sharma,2023-08-23,Groceries,364.0,18000.0,,Cash
Priya Iyer,2023-08-23,Food,330.0,18000.0,,Card
Rohan Verma,2023-08-23,Study Materials,359.0,20000.0,,Cash
Harsha Patel,2023-08-23,Food,134.0,30000.0,,UPI
Aditya Pillai,2023-08-23,Food,462.0,20000.0,,Cash
Harsha Patel,2023-08-23,Rent,11134.0,30000.0,,UPI
Ananya Singh,2023-08-24,Food,514.0,30000.0,,Card
Krishna Rao,2023-08-24,Miscellaneous,1797.0,30000.0,,Card
Priya Iyer,2023-08-24,Rent,5148.0,18000.0,,NetBanking
Varun Gupta,2023-08-24,Health,964.0,20000.0,,NetBanking
Arjun Nair,2023-08-24,Travel,115.0,22000.0,,Card
Ananya Singh,2023-08-24,Health,463.0,30000.0,,UPI
Priya Iyer,2023-08-24,Rent,10213.0,18000.0,,NetBanking
Harsha Patel,2023-08-24,Rent,10198.0,30000.0,,Cash
Nisha Sharma,2023-08-24,Entertainment,1228.0,18000.0,,Card
Krishna Rao,2023-08-24,Food,205.0,30000.0,,NetBanking
Siddharth Rao,2023-08-25,Study Materials,591.0,30000.0,,NetBanking
Krishna Rao,2023-08-25,Utilities,1148.0,30000.0,,UPI
Vikram Joshi,2023-08-25,Entertainment,2393.0,25000.0,,NetBanking
Vivek Menon,2023-08-25,Groceries,2077.0,18000.0,,NetBanking
Krishna Rao,2023-08-26,Travel,552.0,30000.0,,Card
Priya Iyer,2023-08-26,Travel,283.0,18000.0,,NetBanking
Rahul Kumar,2023-08-26,Health,636.0,20000.0,,Card
Ishita Roy,2023-08-26,Rent,8522.0,22000.0,,UPI
Ishita Roy,2023-08-26,Travel,305.0,22000.0,,Card
Rahul Kumar,2023-08-26,Groceries,756.0,20000.0,,UPI
Amit Sharma,2023-08-26,Miscellaneous,188.0,20000.0,,Cash
Ananya Singh,2023-08-26,Food,696.0,30000.0,,UPI
Tanvi Jain,2023-08-27,Study Materials,336.0,30000.0,,Card
Amit Sharma,2023-08-27,Travel,585.0,20000.0,,Cash
Tanvi Jain,2023-08-27,Utilities,2391.0,30000.0,,UPI
Ishita Roy,2023-08-27,Food,165.0,22000.0,,Cash
Ananya Singh,2023-08-27,Utilities,312.0,30000.0,,UPI
Amit Sharma,2023-08-27,Miscellaneous,1762.0,20000.0,,NetBanking
Swathi Reddy,2023-08-27,Health,1531.0,25000.0,,NetBanking
Rohan Verma,2023-08-28,Entertainment,1303.0,20000.0,,NetBanking
Karthik Rao,2023-08-28,Entertainment,2305.0,18000.0,,Card
Tanvi Jain,2023-08-28,Miscellaneous,358.0,30000.0,,NetBanking
Rahul Kumar,2023-08-28,Health,1829.0,20000.0,,UPI
Divya Yeddu,2023-08-28,Groceries,2329.0,25000.0,,Cash
Vikram Joshi,2023-08-28,Rent,5307.0,25000.0,,UPI
Priya Iyer,2023-08-28,Entertainment,833.0,18000.0,,UPI
Krishna Rao,2023-08-28,Groceries,110.0,30000.0,,Card
Ananya Singh,2023-08-28,Groceries,411.0,30000.0,,NetBanking
Rahul Kumar,2023-08-28,Travel,133.0,20000.0,,Cash
Divya Yeddu,2023-08-29,Groceries,2202.0,25000.0,,NetBanking
Sneha Kapoor,2023-08-29,Entertainment,155.0,18000.0,,NetBanking
Divya Yeddu,2023-08-29,Study Materials,1418.0,25000.0,,NetBanking
Varun Gupta,2023-08-29,Utilities,1235.0,20000.0,,Cash
Rahul Kumar,2023-08-29,Health,1460.0,20000.0,,Cash
Karthik Rao,2023-08-29,Travel,71.0,18000.0,,Card
Ishita Roy,2023-08-29,Health,640.0,22000.0,,Cash
Harini Bhat,2023-08-29,Utilities,1661.0,30000.0,,Card
Nisha Sharma,2023-08-30,Health,2084.0,18000.0,,NetBanking
Harini Bhat,2023-08-30,Health,1418.0,30000.0,,UPI
Karthik Rao,2023-08-30,Health,1688.0,18000.0,,UPI
Karthik Rao,2023-08-30,Study Materials,1720.0,18000.0,,NetBanking
Nisha Sharma,2023-08-30,Rent,9604.0,18000.0,,NetBanking
Arjun Nair,2023-08-30,Health,876.0,22000.0,,UPI
Rahul Kumar,2023-08-30,Rent,6860.0,20000.0,,UPI
Rahul Kumar,2023-08-30,Study Materials,1888.0,20000.0,,UPI
Megha Das,2023-08-30,Rent,8234.0,25000.0,,NetBanking
Karthik Rao,2023-08-30,Utilities,1293.0,18000.0,,NetBanking
Harsha Patel,2023-08-31,Miscellaneous,374.0,30000.0,,UPI
Rahul Kumar,2023-08-31,Food,278.0,20000.0,,Card
Amit Sharma,2023-08-31,Study Materials,1730.0,20000.0,,UPI
Vivek Menon,2023-08-31,Study Materials,862.0,18000.0,,Cash
Shreya Sen,2023-08-31,Entertainment,1332.0,18000.0,,UPI
Sneha Kapoor,2023-08-31,Groceries,2423.0,18000.0,,Cash
Krishna Rao,2023-08-31,Travel,510.0,30000.0,,Card
Harsha Patel,2023-09-01,Entertainment,465.0,30000.0,,NetBanking
Harini Bhat,2023-09-01,Miscellaneous,157.0,30000.0,,UPI
Aditya Pillai,2023-09-01,Miscellaneous,178.0,20000.0,,NetBanking
Pooja Mehta,2023-09-01,Health,1379.0,30000.0,,Cash
Rahul Kumar,2023-09-01,Entertainment,1003.0,20000.0,,Card
Ananya Singh,2023-09-01,Rent,7903.0,30000.0,,UPI
Rohan Verma,2023-09-01,Rent,11950.0,20000.0,,Card
Shreya Sen,2023-09-01,Study Materials,806.0,18000.0,,NetBanking
Vivek Menon,2023-09-02,Study Materials,452.0,18000.0,,Card
Priya Iyer,2023-09-02,Miscellaneous,1464.0,18000.0,,UPI
Divya Yeddu,2023-09-02,Rent,7141.0,25000.0,,UPI
Ishita Roy,2023-09-02,Miscellaneous,808.0,22000.0,,UPI
Krishna Rao,2023-09-02,Groceries,1123.0,30000.0,,Cash
Ananya Singh,2023-09-02,Miscellaneous,1153.0,30000.0,,NetBanking
Arjun Nair,2023-09-02,Travel,204.0,22000.0,,NetBanking
Divya Yeddu,2023-09-02,Travel,90.0,25000.0,,NetBanking
Swathi Reddy,2023-09-02,Groceries,223.0,25000.0,,Cash
Ishita Roy,2023-09-02,Entertainment,1766.0,22000.0,,Card
